Date,Start Time,End Time,Production Time,Temperature,Humidity
2024-08-26,13:37:35,13:38:27,25,921.0,54.8
2024-08-26,13:38:27,13:39:26,27,288.4,37.6
2024-08-26,13:39:26,13:40:05,28,135.5,53.3
2024-08-26,13:40:05,13:40:49,46,767.2,58.7
2024-08-26,13:40:49,13:41:30,49,844.8,50.9
2024-08-26,13:41:30,13:42:00,28,971.1,47.9
2024-08-26,13:42:00,13:42:25,28,900.9,43.8
2024-08-26,13:42:25,13:43:10,25,640.5,40.9
2024-08-26,13:43:10,13:43:51,42,577.0,40.6
2024-08-26,13:43:51,13:44:34,27,125.1,49.1
2024-08-26,13:44:34,13:45:08,48,322.0,52.5
2024-08-26,13:45:08,13:46:06,29,513.7,50.4
2024-08-26,13:46:06,13:46:41,29,665.7,36.0
2024-08-26,13:46:41,13:47:14,27,601.5,44.8
2024-08-26,13:47:14,13:47:45,43,768.4,53.7
2024-08-26,13:47:45,13:48:43,26,351.8,44.3
2024-08-26,13:48:43,13:49:19,28,608.5,46.1
2024-08-26,13:49:19,13:50:03,27,179.3,53.1
2024-08-26,13:50:03,13:50:50,30,472.3,49.8
2024-08-26,13:50:50,13:51:46,27,775.1,42.3
2024-08-26,13:51:46,13:52:24,26,724.1,56.9
2024-08-26,13:52:24,13:53:17,26,991.6,34.9
2024-08-26,13:53:17,13:54:14,28,350.1,59.9
2024-08-26,13:54:14,13:55:04,29,548.4,33.6
2024-08-26,13:55:04,13:55:47,25,396.6,30.4
2024-08-26,13:55:47,13:56:38,53,496.5,56.7
2024-08-26,13:56:38,13:57:32,58,871.3,37.3
2024-08-26,13:57:32,13:58:16,25,715.8,51.9
2024-08-26,13:58:16,13:58:50,27,894.2,54.3
2024-08-26,13:58:50,13:59:38,28,283.2,55.8
2024-08-26,13:59:38,14:00:05,31,886.0,59.7
2024-08-26,14:00:05,14:01:04,27,153.8,38.8
2024-08-26,14:01:04,14:01:34,28,899.7,51.3
2024-08-26,14:01:34,14:02:19,29,396.2,33.5
2024-08-26,14:02:19,14:02:47,26,383.1,42.2
2024-08-26,14:02:47,14:03:15,36,560.9,55.4
2024-08-26,14:03:15,14:03:41,29,946.6,41.0
2024-08-26,14:03:41,14:04:23,58,143.0,47.7
2024-08-26,14:04:23,14:05:11,29,417.0,45.1
2024-08-26,14:05:11,14:05:49,26,870.9,49.4
2024-08-26,14:05:49,14:06:43,29,456.4,59.2
2024-08-26,14:06:43,14:07:17,26,279.2,31.7
2024-08-26,14:07:17,14:08:16,27,482.3,47.2
2024-08-26,14:08:16,14:08:54,28,447.0,55.9
2024-08-26,14:08:54,14:09:51,29,923.9,44.4
2024-08-26,14:09:51,14:10:21,25,785.7,32.4
2024-08-26,14:10:21,14:10:59,28,554.6,46.8
2024-08-26,14:10:59,14:11:58,55,989.5,40.0
2024-08-26,14:11:58,14:12:49,25,518.7,34.6
2024-08-26,14:12:49,14:13:24,27,152.4,55.5
2024-08-26,14:13:24,14:14:23,25,336.0,45.6
2024-08-26,14:14:23,14:15:16,25,492.5,58.0
2024-08-26,14:15:16,14:15:53,37,241.2,54.2
2024-08-26,14:15:53,14:16:36,25,952.8,50.8
2024-08-26,14:16:36,14:17:02,51,790.2,30.2
2024-08-26,14:17:02,14:17:31,28,341.5,42.8
2024-08-26,14:17:31,14:18:16,58,631.7,35.9
2024-08-26,14:18:16,14:19:00,52,749.3,57.3
2024-08-26,14:19:00,14:19:45,26,947.2,35.2
2024-08-26,14:19:45,14:20:40,26,893.5,38.6
2024-08-26,14:20:40,14:21:34,26,563.7,45.5
2024-08-26,14:21:34,14:22:22,25,797.2,37.9
2024-08-26,14:22:22,14:23:19,28,605.9,36.3
2024-08-26,14:23:19,14:23:44,39,597.4,48.0
2024-08-26,14:23:44,14:24:32,56,203.3,32.7
2024-08-26,14:24:32,14:25:17,27,213.5,31.7
2024-08-26,14:25:17,14:25:49,28,576.6,41.2
2024-08-26,14:25:49,14:26:36,29,342.0,51.6
2024-08-26,14:26:36,14:27:19,42,118.9,46.6
2024-08-26,14:27:19,14:28:13,29,750.6,42.7
2024-08-26,14:28:13,14:28:49,26,129.2,47.0
2024-08-26,14:28:49,14:29:15,26,635.7,41.0
2024-08-26,14:29:15,14:30:03,40,585.3,58.1
2024-08-26,14:30:03,14:30:49,50,971.9,31.6
2024-08-26,14:30:49,14:31:22,26,535.8,50.2
2024-08-26,14:31:22,14:32:00,40,157.2,56.7
2024-08-26,14:32:00,14:32:57,33,596.5,54.1
2024-08-26,14:32:57,14:33:29,27,857.0,35.5
2024-08-26,14:33:29,14:34:15,29,997.2,38.9
2024-08-26,14:34:15,14:34:50,26,487.3,51.5
2024-08-26,14:34:50,14:35:38,49,388.3,32.5
2024-08-26,14:35:38,14:36:36,49,916.0,54.4
2024-08-26,14:36:36,14:37:27,59,272.1,51.6
2024-08-26,14:37:27,14:38:25,27,653.9,51.9
2024-08-26,14:38:25,14:39:19,26,465.1,33.0
2024-08-26,14:39:19,14:40:08,25,137.0,51.5
2024-08-26,14:40:08,14:40:33,46,412.6,50.4
2024-08-26,14:40:33,14:41:12,29,338.7,54.9
2024-08-26,14:41:12,14:41:50,26,717.5,31.2
2024-08-26,14:41:50,14:42:18,27,953.9,30.7
2024-08-26,14:42:18,14:42:43,29,341.2,41.2
2024-08-26,14:42:43,14:43:12,48,830.3,34.5
2024-08-26,14:43:12,14:43:59,31,149.8,46.8
2024-08-26,14:43:59,14:44:47,34,584.3,57.5
2024-08-26,14:44:47,14:45:42,56,163.5,41.7
2024-08-26,14:45:42,14:46:29,25,940.6,55.3
2024-08-26,14:46:29,14:47:17,25,789.7,30.0
2024-08-26,14:47:17,14:48:16,59,692.2,35.1
2024-08-26,14:48:16,14:49:07,27,841.5,30.9
2024-08-26,14:49:07,14:49:34,29,682.8,39.8
2024-08-26,14:49:34,14:50:09,29,972.0,57.2
2024-08-26,14:50:09,14:50:48,25,742.6,32.9
2024-08-26,14:50:48,14:51:39,28,932.2,48.2
2024-08-26,14:51:39,14:52:31,55,565.4,43.5
2024-08-26,14:52:31,14:53:26,55,205.4,58.2
2024-08-26,14:53:26,14:54:01,39,575.4,33.7
2024-08-26,14:54:01,14:54:27,25,214.2,36.4
2024-08-26,14:54:27,14:55:18,50,633.2,30.9
2024-08-26,14:55:18,14:56:16,29,534.2,43.0
2024-08-26,14:56:16,14:56:49,27,660.3,38.3
2024-08-26,14:56:49,14:57:30,26,109.0,56.1
2024-08-26,14:57:30,14:57:56,29,275.4,48.1
2024-08-26,14:57:56,14:58:21,28,542.2,48.4
2024-08-26,14:58:21,14:59:20,26,955.5,46.0
2024-08-26,14:59:20,14:59:58,25,445.2,32.8
2024-08-26,14:59:58,15:00:25,27,481.9,43.4
2024-08-26,15:00:25,15:00:52,29,743.2,60.0
2024-08-26,15:00:52,15:01:32,34,643.4,55.1
2024-08-26,15:01:32,15:02:28,26,369.0,56.8
2024-08-26,15:02:28,15:02:53,28,469.7,54.7
2024-08-26,15:02:53,15:03:48,25,295.9,33.1
2024-08-26,15:03:48,15:04:24,25,969.4,36.8
2024-08-26,15:04:24,15:05:20,25,217.6,30.1
2024-08-26,15:05:20,15:06:17,26,434.7,39.1
2024-08-26,15:06:17,15:07:08,26,123.3,33.3
2024-08-26,15:07:08,15:07:47,39,299.6,44.2
2024-08-26,15:07:47,15:08:39,27,802.4,50.3
2024-08-26,15:08:39,15:09:37,29,281.1,56.2
2024-08-26,15:09:37,15:10:07,27,172.1,52.5
2024-08-26,15:10:07,15:10:36,43,527.0,58.2
2024-08-26,15:10:36,15:11:16,25,109.0,31.6
2024-08-26,15:11:16,15:12:15,29,176.3,30.4
2024-08-26,15:12:15,15:12:55,28,826.9,49.8
2024-08-26,15:12:55,15:13:29,26,794.3,38.7
2024-08-26,15:13:29,15:14:06,36,923.6,37.6
2024-08-26,15:14:06,15:14:39,25,869.1,39.9
2024-08-26,15:14:39,15:15:27,32,714.9,38.1
2024-08-26,15:15:27,15:15:59,26,147.1,45.3
2024-08-26,15:15:59,15:16:55,59,804.6,43.2
2024-08-26,15:16:55,15:17:25,25,861.0,45.4
2024-08-26,15:17:25,15:17:54,25,819.2,50.2
2024-08-26,15:17:54,15:18:35,54,557.6,41.6
2024-08-26,15:18:35,15:19:21,28,309.6,37.5
2024-08-26,15:19:21,15:20:17,29,860.8,35.0
2024-08-26,15:20:17,15:20:42,27,754.4,40.5
2024-08-26,15:20:42,15:21:39,27,982.7,52.3
2024-08-26,15:21:39,15:22:06,26,240.1,52.7
2024-08-26,15:22:06,15:22:41,49,303.1,50.0
2024-08-26,15:22:41,15:23:31,37,290.6,37.0
2024-08-26,15:23:31,15:24:07,29,813.3,47.6
2024-08-26,15:24:07,15:24:58,26,268.2,47.1
2024-08-26,15:24:58,15:25:55,54,160.0,44.5
2024-08-26,15:25:55,15:26:48,46,998.7,46.5
2024-08-26,15:26:48,15:27:34,29,122.3,44.8
2024-08-26,15:27:34,15:28:06,44,851.7,47.0
2024-08-26,15:28:06,15:29:03,38,428.8,51.5
2024-08-26,15:29:03,15:30:01,26,857.5,33.3
2024-08-26,15:30:01,15:30:30,27,599.2,52.5
2024-08-26,15:30:30,15:31:01,26,911.5,34.1
2024-08-26,15:31:01,15:31:39,25,933.6,32.0
2024-08-26,15:31:39,15:32:31,32,108.2,59.3
2024-08-26,15:32:31,15:33:28,53,167.9,58.7
2024-08-26,15:33:28,15:34:24,25,325.3,31.8
2024-08-26,15:34:24,15:35:13,29,702.4,43.3
2024-08-26,15:35:13,15:36:04,38,899.4,35.6
2024-08-26,15:36:04,15:36:33,27,513.9,44.6
2024-08-26,15:36:33,15:37:02,38,646.3,54.9
2024-08-26,15:37:02,15:37:43,31,269.6,58.5
2024-08-26,15:37:43,15:38:34,25,824.5,49.0
2024-08-26,15:38:34,15:39:20,25,970.6,40.6
2024-08-26,15:39:20,15:39:55,27,341.7,48.1
2024-08-26,15:39:55,15:40:52,57,545.3,39.4
2024-08-26,15:40:52,15:41:32,27,177.5,57.3
2024-08-26,15:41:32,15:42:18,26,603.2,56.1
2024-08-26,15:42:18,15:42:59,29,552.5,46.7
2024-08-26,15:42:59,15:43:51,42,230.0,39.7
2024-08-26,15:43:51,15:44:42,29,497.9,38.8
2024-08-26,15:44:42,15:45:39,29,400.7,31.0
2024-08-26,15:45:39,15:46:07,29,569.6,54.5
2024-08-26,15:46:07,15:47:03,27,627.1,43.5
2024-08-26,15:47:03,15:47:41,26,107.6,39.8
2024-08-26,15:47:41,15:48:28,29,784.9,44.1
2024-08-26,15:48:28,15:49:01,35,741.7,54.6
2024-08-26,15:49:01,15:49:33,28,429.7,33.7
2024-08-26,15:49:33,15:50:13,27,147.6,55.7
2024-08-26,15:50:13,15:51:00,42,779.4,56.9
2024-08-26,15:51:00,15:51:28,25,959.7,58.4
2024-08-26,15:51:28,15:51:55,28,316.1,41.9
2024-08-26,15:51:55,15:52:38,28,391.2,36.5
2024-08-26,15:52:38,15:53:18,40,265.4,41.2
2024-08-26,15:53:18,15:54:13,25,619.2,40.0
2024-08-26,15:54:13,15:54:55,52,239.4,35.3
2024-08-26,15:54:55,15:55:37,40,420.6,48.2
2024-08-26,15:55:37,15:56:28,36,727.3,44.3
2024-08-26,15:56:28,15:57:15,33,604.1,56.0
2024-08-26,15:57:15,15:57:45,29,447.8,31.0
2024-08-26,15:57:45,15:58:42,26,478.2,49.3
2024-08-26,15:58:42,15:59:28,43,605.9,52.9
2024-08-26,15:59:28,08:00:18,25,105.3,52.8
2024-08-27,08:00:18,08:01:09,26,170.7,56.6
2024-08-27,08:01:09,08:01:41,29,893.1,51.9
2024-08-27,08:01:41,08:02:16,27,170.1,57.8
2024-08-27,08:02:16,08:03:10,26,736.1,40.0
2024-08-27,08:03:10,08:03:48,26,928.0,45.1
2024-08-27,08:03:48,08:04:43,28,343.6,30.4
2024-08-27,08:04:43,08:05:11,34,433.4,30.2
2024-08-27,08:05:11,08:05:44,33,612.0,37.2
2024-08-27,08:05:44,08:06:43,33,893.5,33.0
2024-08-27,08:06:43,08:07:23,56,947.7,37.8
2024-08-27,08:07:23,08:07:51,41,765.6,35.3
2024-08-27,08:07:51,08:08:27,39,178.0,30.9
2024-08-27,08:08:27,08:08:55,26,702.2,57.3
2024-08-27,08:08:55,08:09:50,47,469.3,30.2
2024-08-27,08:09:50,08:10:21,29,523.6,52.1
2024-08-27,08:10:21,08:11:11,27,144.2,34.6
2024-08-27,08:11:11,08:11:36,58,272.0,57.4
2024-08-27,08:11:36,08:12:05,29,811.5,56.8
2024-08-27,08:12:05,08:12:56,35,508.6,49.6
2024-08-27,08:12:56,08:13:27,27,371.5,50.2
2024-08-27,08:13:27,08:14:24,52,445.6,30.2
2024-08-27,08:14:24,08:14:53,26,869.0,59.5
2024-08-27,08:14:53,08:15:32,25,774.1,56.3
2024-08-27,08:15:32,08:16:13,38,345.1,56.9
2024-08-27,08:16:13,08:16:54,52,205.8,49.8
2024-08-27,08:16:54,08:17:20,27,326.8,40.3
2024-08-27,08:17:20,08:17:46,31,928.7,56.8
2024-08-27,08:17:46,08:18:30,28,623.4,38.7
2024-08-27,08:18:30,08:19:00,27,580.1,46.9
2024-08-27,08:19:00,08:19:46,28,636.8,33.0
2024-08-27,08:19:46,08:20:43,58,429.4,57.7
2024-08-27,08:20:43,08:21:18,29,826.4,34.2
2024-08-27,08:21:18,08:22:16,27,571.0,36.7
2024-08-27,08:22:16,08:23:05,32,205.1,46.7
2024-08-27,08:23:05,08:23:59,26,216.2,52.9
2024-08-27,08:23:59,08:24:40,26,583.2,48.6
2024-08-27,08:24:40,08:25:11,46,942.9,37.0
2024-08-27,08:25:11,08:25:56,28,377.5,30.0
2024-08-27,08:25:56,08:26:52,28,882.6,52.7
2024-08-27,08:26:52,08:27:34,28,787.7,59.6
2024-08-27,08:27:34,08:28:07,46,323.0,54.3
2024-08-27,08:28:07,08:28:37,37,132.7,43.8
2024-08-27,08:28:37,08:29:29,26,191.7,57.1
2024-08-27,08:29:29,08:30:17,27,755.6,42.3
2024-08-27,08:30:17,08:30:58,28,279.7,45.7
2024-08-27,08:30:58,08:31:36,57,434.1,44.3
2024-08-27,08:31:36,08:32:03,28,551.5,43.4
2024-08-27,08:32:03,08:32:29,25,752.9,53.3
2024-08-27,08:32:29,08:33:05,36,201.9,45.8
2024-08-27,08:33:05,08:33:33,41,465.7,39.5
2024-08-27,08:33:33,08:34:29,38,536.6,37.7
2024-08-27,08:34:29,08:34:58,54,586.7,31.1
2024-08-27,08:34:58,08:35:23,51,836.5,47.5
2024-08-27,08:35:23,08:36:12,29,254.5,36.9
2024-08-27,08:36:12,08:36:45,27,827.0,34.4
2024-08-27,08:36:45,08:37:27,25,723.6,49.6
2024-08-27,08:37:27,08:38:13,47,600.3,50.4
2024-08-27,08:38:13,08:38:44,26,729.6,52.6
2024-08-27,08:38:44,08:39:36,27,470.8,45.1
2024-08-27,08:39:36,08:40:15,25,224.6,56.8
2024-08-27,08:40:15,08:41:00,25,699.2,58.1
2024-08-27,08:41:00,08:41:45,51,572.2,54.2
2024-08-27,08:41:45,08:42:43,25,675.4,49.1
2024-08-27,08:42:43,08:43:27,54,404.2,39.1
2024-08-27,08:43:27,08:44:07,28,916.2,59.5
2024-08-27,08:44:07,08:44:57,26,628.6,38.2
2024-08-27,08:44:57,08:45:55,26,176.9,36.1
2024-08-27,08:45:55,08:46:51,26,504.8,43.3
2024-08-27,08:46:51,08:47:47,25,780.7,31.7
2024-08-27,08:47:47,08:48:25,25,814.7,59.4
2024-08-27,08:48:25,08:49:14,26,545.1,47.7
2024-08-27,08:49:14,08:49:52,26,905.3,46.7
2024-08-27,08:49:52,08:50:34,26,340.9,49.7
2024-08-27,08:50:34,08:50:59,26,469.5,44.9
2024-08-27,08:50:59,08:51:36,26,908.7,31.0
2024-08-27,08:51:36,08:52:17,46,906.6,48.4
2024-08-27,08:52:17,08:52:46,29,717.1,51.5
2024-08-27,08:52:46,08:53:42,25,873.1,42.5
2024-08-27,08:53:42,08:54:34,25,179.9,52.7
2024-08-27,08:54:34,08:55:33,26,878.5,36.8
2024-08-27,08:55:33,08:56:01,28,388.6,36.6
2024-08-27,08:56:01,08:56:37,27,260.5,34.8
2024-08-27,08:56:37,08:57:07,27,315.4,41.2
2024-08-27,08:57:07,08:57:32,28,476.2,55.4
2024-08-27,08:57:32,08:58:11,26,326.1,54.8
2024-08-27,08:58:11,08:58:59,25,388.5,41.5
2024-08-27,08:58:59,08:59:37,43,221.5,47.7
2024-08-27,08:59:37,09:00:34,51,366.6,51.6
2024-08-27,09:00:34,09:01:03,28,615.1,37.2
2024-08-27,09:01:03,09:02:00,42,497.7,35.0
2024-08-27,09:02:00,09:02:50,27,412.0,59.2
2024-08-27,09:02:50,09:03:48,28,771.8,48.5
2024-08-27,09:03:48,09:04:31,29,904.2,59.4
2024-08-27,09:04:31,09:05:16,27,781.1,40.1
2024-08-27,09:05:16,09:06:04,35,398.8,51.1
2024-08-27,09:06:04,09:06:48,29,770.0,36.7
2024-08-27,09:06:48,09:07:47,25,236.8,37.8
2024-08-27,09:07:47,09:08:22,28,217.3,45.4
2024-08-27,09:08:22,09:08:49,32,411.1,39.6
2024-08-27,09:08:49,09:09:15,51,826.9,35.0
2024-08-27,09:09:15,09:09:57,30,321.7,37.9
2024-08-27,09:09:57,09:10:33,25,156.9,31.1
2024-08-27,09:10:33,09:11:26,26,218.5,51.1
2024-08-27,09:11:26,09:11:56,28,872.9,44.8
2024-08-27,09:11:56,09:12:30,28,670.4,32.8
2024-08-27,09:12:30,09:13:14,28,327.9,35.2
2024-08-27,09:13:14,09:14:08,26,599.8,33.1
2024-08-27,09:14:08,09:14:46,25,574.8,48.4
2024-08-27,09:14:46,09:15:36,29,689.9,32.8
2024-08-27,09:15:36,09:16:04,28,309.9,52.6
2024-08-27,09:16:04,09:16:55,26,878.0,30.6
2024-08-27,09:16:55,09:17:41,26,378.4,37.5
2024-08-27,09:17:41,09:18:24,26,724.7,56.7
2024-08-27,09:18:24,09:19:09,28,114.5,51.6
2024-08-27,09:19:09,09:19:58,26,435.4,32.2
2024-08-27,09:19:58,09:20:23,25,416.5,54.6
2024-08-27,09:20:23,09:20:48,37,589.1,44.8
2024-08-27,09:20:48,09:21:35,26,165.5,55.4
2024-08-27,09:21:35,09:22:15,43,811.1,48.0
2024-08-27,09:22:15,09:23:12,29,296.0,50.5
2024-08-27,09:23:12,09:24:01,29,709.3,59.8
2024-08-27,09:24:01,09:24:50,28,822.9,37.0
2024-08-27,09:24:50,09:25:39,25,605.7,48.7
2024-08-27,09:25:39,09:26:24,25,766.8,43.8
2024-08-27,09:26:24,09:27:08,25,695.7,31.2
2024-08-27,09:27:08,09:27:34,27,420.0,30.4
2024-08-27,09:27:34,09:28:31,25,828.0,33.6
2024-08-27,09:28:31,09:29:25,28,365.2,49.5
2024-08-27,09:29:25,09:29:55,27,614.1,47.0
2024-08-27,09:29:55,09:30:48,26,770.9,46.6
2024-08-27,09:30:48,09:31:33,28,441.1,31.0
2024-08-27,09:31:33,09:32:25,25,372.5,44.1
2024-08-27,09:32:25,09:32:52,27,513.4,57.7
2024-08-27,09:32:52,09:33:18,25,836.2,41.9
2024-08-27,09:33:18,09:34:12,49,936.9,48.7
2024-08-27,09:34:12,09:34:42,27,590.6,53.4
2024-08-27,09:34:42,09:35:30,29,695.3,53.5
2024-08-27,09:35:30,09:36:21,25,912.9,45.6
2024-08-27,09:36:21,09:37:04,28,188.7,55.7
2024-08-27,09:37:04,09:37:46,28,308.9,41.7
2024-08-27,09:37:46,09:38:12,28,738.0,56.7
2024-08-27,09:38:12,09:38:56,31,841.4,37.2
2024-08-27,09:38:56,09:39:31,34,871.3,38.4
2024-08-27,09:39:31,09:40:12,29,473.6,31.6
2024-08-27,09:40:12,09:41:08,27,180.4,53.9
2024-08-27,09:41:08,09:41:41,29,494.0,42.5
2024-08-27,09:41:41,09:42:32,30,307.7,36.9
2024-08-27,09:42:32,09:43:25,28,362.1,37.0
2024-08-27,09:43:25,09:44:08,50,795.0,57.0
2024-08-27,09:44:08,09:44:42,27,168.0,55.0
2024-08-27,09:44:42,09:45:26,31,844.8,46.6
2024-08-27,09:45:26,09:46:20,29,484.9,48.5
2024-08-27,09:46:20,09:46:49,27,636.5,44.2
2024-08-27,09:46:49,09:47:48,28,180.7,41.7
2024-08-27,09:47:48,09:48:32,29,403.6,57.5
2024-08-27,09:48:32,09:49:01,47,180.7,33.8
2024-08-27,09:49:01,09:49:48,52,965.4,42.6
2024-08-27,09:49:48,09:50:32,50,826.5,40.3
2024-08-27,09:50:32,09:51:25,37,513.7,44.9
2024-08-27,09:51:25,09:52:00,35,301.2,43.7
2024-08-27,09:52:00,09:52:38,26,940.1,45.6
2024-08-27,09:52:38,09:53:22,26,410.1,34.2
2024-08-27,09:53:22,09:54:11,26,244.9,45.4
2024-08-27,09:54:11,09:54:57,55,606.8,37.3
2024-08-27,09:54:57,09:55:49,25,949.4,35.5
2024-08-27,09:55:49,09:56:16,37,103.4,31.9
2024-08-27,09:56:16,09:57:08,28,314.3,52.9
2024-08-27,09:57:08,09:57:49,27,944.6,42.8
2024-08-27,09:57:49,09:58:48,29,254.0,48.8
2024-08-27,09:58:48,09:59:30,25,201.9,51.8
2024-08-27,09:59:30,10:00:04,57,613.2,50.4
2024-08-27,10:00:04,10:00:56,35,875.7,44.1
2024-08-27,10:00:56,10:01:24,25,529.4,41.6
2024-08-27,10:01:24,10:02:09,29,995.1,41.3
2024-08-27,10:02:09,10:02:56,29,711.3,49.2
2024-08-27,10:02:56,10:03:38,40,166.7,44.8
2024-08-27,10:03:38,10:04:04,29,993.5,55.5
2024-08-27,10:04:04,10:04:41,28,467.1,56.2
2024-08-27,10:04:41,10:05:28,26,358.7,35.1
2024-08-27,10:05:28,10:06:09,25,602.1,34.1
2024-08-27,10:06:09,10:06:54,29,373.9,48.9
2024-08-27,10:06:54,10:07:43,25,177.8,39.0
2024-08-27,10:07:43,10:08:39,25,101.3,30.6
2024-08-27,10:08:39,10:09:19,29,504.6,56.7
2024-08-27,10:09:19,10:09:44,29,853.2,36.8
2024-08-27,10:09:44,10:10:43,25,615.1,57.9
2024-08-27,10:10:43,10:11:27,27,999.3,51.5
2024-08-27,10:11:27,10:12:14,55,358.2,52.9
2024-08-27,10:12:14,10:12:52,26,352.4,36.0
2024-08-27,10:12:52,10:13:36,25,243.8,37.0
2024-08-27,10:13:36,10:14:31,26,247.7,45.6
2024-08-27,10:14:31,10:15:18,26,356.7,35.2
2024-08-27,10:15:18,10:16:16,29,813.6,39.2
2024-08-27,10:16:16,10:17:14,25,915.2,39.6
2024-08-27,10:17:14,10:17:55,26,977.6,34.8
2024-08-27,10:17:55,10:18:23,28,309.1,36.2
2024-08-27,10:18:23,10:19:00,27,893.2,53.7
2024-08-27,10:19:00,10:19:25,26,395.4,35.0
2024-08-27,10:19:25,10:20:06,27,201.6,30.9
2024-08-27,10:20:06,10:20:53,52,883.0,48.9
2024-08-27,10:20:53,10:21:22,29,672.5,59.3
2024-08-27,10:21:22,10:22:15,25,248.3,39.9
2024-08-27,10:22:15,10:22:49,27,486.8,33.6
2024-08-27,10:22:49,10:23:21,50,358.5,47.1
2024-08-27,10:23:21,10:23:57,27,763.1,57.2
2024-08-27,10:23:57,10:24:36,58,508.1,53.5
2024-08-27,10:24:36,10:25:13,29,990.4,48.7
2024-08-27,10:25:13,10:26:10,56,149.3,39.5
2024-08-27,10:26:10,10:26:36,28,419.5,46.3
2024-08-27,10:26:36,10:27:01,26,533.7,32.7
2024-08-27,10:27:01,10:27:38,26,552.8,50.4
2024-08-27,10:27:38,10:28:03,29,384.3,51.8
2024-08-27,10:28:03,10:28:32,25,756.3,59.0
2024-08-27,10:28:32,10:29:17,28,887.3,37.8
2024-08-27,10:29:17,10:30:04,42,944.8,30.6
2024-08-27,10:30:04,10:30:45,53,824.6,46.4
2024-08-27,10:30:45,10:31:35,29,865.5,51.2
2024-08-27,10:31:35,10:32:34,33,595.5,53.7
2024-08-27,10:32:34,10:33:16,25,843.3,35.8
2024-08-27,10:33:16,10:34:05,29,373.2,37.9
2024-08-27,10:34:05,10:34:55,27,458.6,45.4
2024-08-27,10:34:55,10:35:31,51,385.2,39.9
2024-08-27,10:35:31,10:36:29,28,520.6,55.8
2024-08-27,10:36:29,10:37:08,38,357.0,44.2
2024-08-27,10:37:08,10:37:33,26,965.5,54.0
2024-08-27,10:37:33,10:38:29,26,381.6,47.4
2024-08-27,10:38:29,10:39:16,25,188.2,53.2
2024-08-27,10:39:16,10:40:03,34,574.1,40.0
2024-08-27,10:40:03,10:40:50,27,151.4,54.9
2024-08-27,10:40:50,10:41:36,26,199.5,38.2
2024-08-27,10:41:36,10:42:35,27,297.5,46.4
2024-08-27,10:42:35,10:43:04,25,517.9,36.4
2024-08-27,10:43:04,10:43:38,29,489.9,44.3
2024-08-27,10:43:38,10:44:06,32,819.7,39.5
2024-08-27,10:44:06,10:44:59,25,765.5,38.0
2024-08-27,10:44:59,10:45:54,46,483.7,59.0
2024-08-27,10:45:54,10:46:39,34,400.3,34.8
2024-08-27,10:46:39,10:47:22,28,384.8,53.6
2024-08-27,10:47:22,10:47:56,40,796.6,59.5
2024-08-27,10:47:56,10:48:48,43,146.9,30.6
2024-08-27,10:48:48,10:49:45,25,111.5,51.0
2024-08-27,10:49:45,10:50:40,26,816.0,37.6
2024-08-27,10:50:40,10:51:31,36,529.4,31.2
2024-08-27,10:51:31,10:52:18,27,217.8,42.1
2024-08-27,10:52:18,10:52:54,29,312.0,58.1
2024-08-27,10:52:54,10:53:48,25,939.3,30.4
2024-08-27,10:53:48,10:54:41,53,873.6,47.6
2024-08-27,10:54:41,10:55:36,48,738.8,45.0
2024-08-27,10:55:36,10:56:01,26,534.0,56.2
2024-08-27,10:56:01,10:56:47,29,568.3,32.5
2024-08-27,10:56:47,10:57:45,37,977.7,50.4
2024-08-27,10:57:45,10:58:10,28,969.2,50.4
2024-08-27,10:58:10,10:58:56,37,293.7,50.1
2024-08-27,10:58:56,10:59:53,25,830.0,58.3
2024-08-27,10:59:53,11:00:41,29,277.5,54.7
2024-08-27,11:00:41,11:01:18,26,292.2,31.3
2024-08-27,11:01:18,11:02:03,28,708.5,44.1
2024-08-27,11:02:03,11:02:52,50,464.5,41.9
2024-08-27,11:02:52,11:03:51,37,938.4,39.3
2024-08-27,11:03:51,11:04:27,28,180.1,43.5
2024-08-27,11:04:27,11:04:59,27,560.4,41.5
2024-08-27,11:04:59,11:05:28,31,926.7,43.0
2024-08-27,11:05:28,11:06:23,26,913.7,59.4
2024-08-27,11:06:23,11:06:55,27,240.9,32.7
2024-08-27,11:06:55,11:07:24,28,430.0,57.7
2024-08-27,11:07:24,11:08:07,41,657.2,44.4
2024-08-27,11:08:07,11:08:40,34,243.5,48.7
2024-08-27,11:08:40,11:09:27,44,971.2,54.9
2024-08-27,11:09:27,11:10:12,45,923.3,40.8
2024-08-27,11:10:12,11:11:11,25,250.3,42.9
2024-08-27,11:11:11,11:12:09,28,209.0,42.3
2024-08-27,11:12:09,11:12:46,28,176.9,41.2
2024-08-27,11:12:46,11:13:27,27,918.5,57.8
2024-08-27,11:13:27,11:13:52,29,274.3,54.9
2024-08-27,11:13:52,11:14:38,48,474.7,33.3
2024-08-27,11:14:38,11:15:17,34,504.0,33.2
2024-08-27,11:15:17,11:16:11,28,639.1,42.8
2024-08-27,11:16:11,11:17:01,59,164.6,33.0
2024-08-27,11:17:01,11:17:41,26,304.1,48.6
2024-08-27,11:17:41,11:18:12,25,938.3,34.3
2024-08-27,11:18:12,11:18:47,28,917.6,45.7
2024-08-27,11:18:47,11:19:17,26,803.2,30.2
